repositoryOrigin,repositoryPath,repositoryBranch,parser,sourcePath,exceptionType,treeType,snippet,stackTrace
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/st/Broad_System_Test.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/st/Broad_System_Test.groovy at cursor position 862. The next 10 characters in the original source are `}

    def`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/Utility_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/Utility_Spec.groovy at cursor position 690. The next 10 characters in the original source are `}    || fl`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/DataConverter_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/DataConverter_Spec.groovy at cursor position 480. The next 10 characters in the original source are `== [-50, 2`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/Cleaner_Testing.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/Cleaner_Testing.groovy at cursor position 1128. The next 10 characters in the original source are `.withShape`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/ListReader_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/ListReader_Spec.groovy at cursor position 1024. The next 10 characters in the original source are `->o)

    `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/ListReader_Exception_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/ListReader_Exception_Spec.groovy at cursor position 552. The next 10 characters in the original source are `->o)

    `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/utility/FileHandle_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/utility/FileHandle_Spec.groovy at cursor position 2472. The next 10 characters in the original source are `then : 'Th`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/neureka/Neureka_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/neureka/Neureka_Spec.groovy at cursor position 2946. The next 10 characters in the original source are `}


    de`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/Tensor_Gradient_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/Tensor_Gradient_Spec.groovy at cursor position 3184. The next 10 characters in the original source are `and : 'A s`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/Tensor_Version_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/Tensor_Version_Spec.groovy at cursor position 9392. The next 10 characters in the original source are `then :
   `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/DimTrim_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/DimTrim_Spec.groovy at cursor position 969. The next 10 characters in the original source are `.axis(0).a`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/Functional_Tensor_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/Functional_Tensor_Spec.groovy at cursor position 5702. The next 10 characters in the original source are `:[-2.0, -1`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/Expression_Based_Tensor_Instantiation_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/Expression_Based_Tensor_Instantiation_Spec.groovy at cursor position 2505. The next 10 characters in the original source are `Tensor<Dou`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/tensors/Tensor_Slicing_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/tensors/Tensor_Slicing_Spec.groovy at cursor position 2051. The next 10 characters in the original source are `.axis(1).f`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
