repositoryOrigin,repositoryPath,repositoryBranch,sourceFile,method
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/actuator/FeaturesEndpoint.java","features.getDisabled().add(featureName)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/actuator/FeaturesEndpoint.java","features.getEnabled().add(new Feature(feature.getName(), type.getCanonicalName(),
		type.getPackage().getImplementationVersion(), type.getPackage().getImplementationVendor()))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/serviceregistry/AbstractAutoServiceRegistration.java","this.registrationManagementLifecycles.add(registrationManagementLifecycle)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/serviceregistry/AbstractAutoServiceRegistration.java","this.registrationLifecycles.add(registrationLifecycle)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/loadbalancer/LoadBalancerAutoConfiguration.java","list.add(loadBalancerInterceptor)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/client/loadbalancer/LoadBalancerAutoConfiguration.java","list.add(loadBalancerInterceptor)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/main/java/org/springframework/cloud/commons/ConfigDataMissingEnvironmentPostProcessor.java","configImports.add(propertySource.getProperty(CONFIG_IMPORT_PROPERTY))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/configuration/CompatibilityVerifierTests.java","list.add(() -> VerificationResult.notCompatible(""Wrong Boot version"", ""Use Boot version 1.2""))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/configuration/CompatibilityVerifierTests.java","list.add(() -> VerificationResult.notCompatible(""Wrong JDK version"", ""Use JDK 25""))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/client/discovery/health/DiscoveryCompositeHealthContributorTests.java","contributors.add(contributor)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/client/actuator/FeaturesEndpointTests.java","features.getAbstractFeatures().add(Bar.class)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/client/serviceregistry/AutoServiceRegistrationAutoConfigurationTests.java","list.add(AutoServiceRegistrationConfiguration.class)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/client/serviceregistry/AutoServiceRegistrationAutoConfigurationTests.java","list.add(AutoServiceRegistrationAutoConfiguration.class)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-commons/src/test/java/org/springframework/cloud/client/serviceregistry/AbstractAutoServiceRegistrationRegistrationLifecycleTests.java","registrationLifecycles.add(new RegistrationLifecycleImpl())"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapConfigFileApplicationListener.java","this.processedProfiles.add(profile)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapConfigFileApplicationListener.java","loaded.add(document)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapConfigFileApplicationListener.java","profiles.add(new Profile(profileName))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapConfigFileApplicationListener.java",activeProfiles::add
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/encrypt/AbstractEnvironmentDecrypt.java","sources.add(0, source)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapApplicationListener.java","result.add(context.getBean(name, type))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapApplicationListener.java","this.names.add(source.getName())"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/BootstrapImportSelector.java","elements.add(new OrderedAnnotatedElement(this.metadataReaderFactory, name))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/config/PropertySourceLocator.java","filteredSources.add(p)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/config/PropertySourceBootstrapConfiguration.java","sourceList.add(new BootstrapPropertySource<>(enumerable))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/config/PropertySourceBootstrapConfiguration.java","sourceList.add(new SimpleBootstrapPropertySource(p))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/bootstrap/config/PropertySourceBootstrapConfiguration.java","activeProfiles.add(0, profile)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/context/refresh/ContextRefresher.java","sources.add(0, source)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/context/refresh/ContextRefresher.java","sources.add(0, source)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/main/java/org/springframework/cloud/context/scope/GenericScope.java","errors.add(e)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/bootstrap/TestBootstrapConfiguration.java","fooSightings.add(property)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/bootstrap/BootstrapOrderingCustomOverrideSystemPropertiesIntegrationTests.java","sources.add(new MapPropertySource(""testBootstrap1"", singletonMap(""key1"", ""value1"")))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/bootstrap/BootstrapOrderingCustomOverrideSystemPropertiesIntegrationTests.java","sources.add(new MapPropertySource(""testBootstrap2"", singletonMap(""key2"", ""value2"")))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/bootstrap/BootstrapOrderingCustomOverrideSystemPropertiesIntegrationTests.java","sources.add(new MapPropertySource(""testBootstrap3"", map))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/refresh/ContextRefresherTests.java","list.add(p.getName())"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/refresh/ContextRefresherOrderingIntegrationTests.java","sources.add(new MapPropertySource(""testContextRefresherOrdering1"", singletonMap(""key1"", ""value1"")))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/refresh/ContextRefresherOrderingIntegrationTests.java","sources.add(new MapPropertySource(""testContextRefresherOrdering2"", singletonMap(""key2"", ""value2"")))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/refresh/ContextRefresherOrderingIntegrationTests.java","sources.add(new MapPropertySource(""testContextRefresherOrdering3"", singletonMap(""key3"", ""value3"")))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/scope/refresh/RefreshScopeConfigurationScaleTests.java","results.add(this.executor.submit(() -> {
	logger.debug(""Background started."");
	try {
		return RefreshScopeConfigurationScaleTests.this.service.getMessage();
	}
	finally {
		latch.countDown();
		logger.debug(""Background done."");
	}
}))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/context/scope/refresh/RefreshScopePureScaleTests.java","results.add(this.executor.submit(() -> {
	logger.debug(""Background started."");
	try {
		return RefreshScopePureScaleTests.this.service.getMessage();
	}
	finally {
		latch.countDown();
		logger.debug(""Background done."");
	}
}))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/autoconfigure/LifecycleMvcAutoConfigurationTests.java","defaultProperties.add(""server.port=0"")"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/autoconfigure/LifecycleMvcAutoConfigurationTests.java","defaultProperties.add(""spring.jmx.default-domain=${random.uuid}"")"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-context/src/test/java/org/springframework/cloud/endpoint/RefreshEndpointTests.java","this.events.add(event)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ZonePreferenceServiceInstanceListSupplier.java","filteredInstances.add(serviceInstance)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/LoadBalancerServiceInstanceCookieTransformer.java","cookieHeaders.add(serviceInstanceCookie)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/HintBasedServiceInstanceListSupplier.java","filteredInstances.add(serviceInstance)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","this.creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","creators.add(creator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/ServiceInstanceListSupplierBuilder.java","creators.add(delegateCreator)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/HealthCheckServiceInstanceListSupplier.java","
checks.add(alive)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/main/java/org/springframework/cloud/loadbalancer/core/HealthCheckServiceInstanceListSupplier.java","result.add(alive)"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/test/java/org/springframework/cloud/loadbalancer/core/LazyWeightedServiceInstanceListTest.java","serviceInstances.add(serviceInstance(""test-"" + i, buildWeightMetadata(weight)))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/test/java/org/springframework/cloud/loadbalancer/core/LazyWeightedServiceInstanceListTest.java","serviceInstances.add(serviceInstance(""test-"" + i, buildWeightMetadata(weight)))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/test/java/org/springframework/cloud/loadbalancer/core/LazyWeightedServiceInstanceListTest.java","serviceInstances.add(serviceInstance(""test-"" + i, buildWeightMetadata(weight)))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/test/java/org/springframework/cloud/loadbalancer/core/LazyWeightedServiceInstanceListTest.java","serviceInstances.add(serviceInstance(""test-"" + i, buildWeightMetadata(weight)))"
github.com,"spring-cloud/spring-cloud-commons",main,"spring-cloud-loadbalancer/src/test/java/org/springframework/cloud/loadbalancer/core/RoundRobinLoadBalancerTests.java","instances.add(instance)"
github.com,"spring-projects/spring-ldap",main,"test/integration-tests/src/test/java/org/springframework/ldap/itest/DefaultLdapClientListITests.java","transformed.add(LdapUtils.newLdapName(s))"
github.com,"spring-projects/spring-ldap",main,"test/integration-tests/src/test/java/org/springframework/ldap/itest/LdapTemplateListITests.java","transformed.add(LdapUtils.newLdapName(s))"
github.com,"spring-projects/spring-ldap",main,"test/integration-tests/src/test/java/org/springframework/ldap/itest/LdapTemplateAttributesMapperITests.java","list.add(value)"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/Person.java","this.objectClasses.add(""inetOrgPerson"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/Person.java","this.objectClasses.add(""organizationalPerson"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/Person.java","this.objectClasses.add(""person"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/Person.java","this.objectClasses.add(""top"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/OrganizationalUnit.java","
this.objectClass.add(""top"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/OrganizationalUnit.java","this.objectClass.add(""organizationalUnit"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/PlainPerson.java","this.objectClasses.add(""top"")"
github.com,"spring-projects/spring-ldap",main,"odm/src/test/java/org/springframework/ldap/odm/test/PlainPerson.java","this.objectClasses.add(""person"")"
github.com,"spring-projects/spring-ldap",main,"samples/odm/src/main/java/org/springframework/ldap/samples/utils/HtmlRowLdapTreeVisitor.java","
rows.add(sb.toString())"
github.com,"spring-projects/spring-ldap",main,"samples/odm/src/main/java/org/springframework/ldap/samples/utils/LdapTree.java","subContexts.add(ldapTree)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/filter/BinaryLogicalFilter.java","this.queryList.add(query)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(new LdapRdn(name.get(i)))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(0, i.previous())"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","strings.add(rdn.getLdapEncoded())"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","newNames.add(this.names.get(i))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","newNames.add(this.names.get(i))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(index, new LdapRdn(string))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(new LdapRdn(key, value))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(rdn)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","this.names.add(idx, rdn)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DistinguishedName.java","listWithImmutableRdns.add(rdn.immutableLdapRdn())"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/support/DefaultIncrementalAttributesMapper.java","this.values.add(valueEnum.next())"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/support/AggregateDirContextProcessor.java","this.dirContextProcessors.add(processor)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/CollectingNameClassPairCallbackHandler.java","this.list.add(getObjectFromNameClassPair(nameClassPair))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","tmpList.add(oneAttribute.getID())"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// Replace single-vale attribute.
modificationList.add(new ModificationItem(DirContext.REPLACE_ATTRIBUTE, changedAttr))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// Attribute has been removed.
modificationList.add(new ModificationItem(DirContext.REMOVE_ATTRIBUTE, changedAttr))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// Attribute has been added.
modificationList.add(new ModificationItem(DirContext.ADD_ATTRIBUTE, changedAttr))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// This is a multivalue attribute and it is ordered - the original
// value should be replaced with the new values so that the ordering
// is preserved.
modificationList.add(new ModificationItem(DirContext.REPLACE_ATTRIBUTE, changedAttr))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// This means that the attributes are not equal, but the
// actual values are the same - thus the order must have
// changed. This should result in a REPLACE_ATTRIBUTE operation.
myModifications.add(new ModificationItem(DirContext.REPLACE_ATTRIBUTE, changedAttr))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","// This is actually a complete replacement of the attribute values.
// Fall back to REPLACE
modificationList.add(new ModificationItem(DirContext.REPLACE_ATTRIBUTE, addedValuesAttribute))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","modificationList.add(new ModificationItem(DirContext.REMOVE_ATTRIBUTE, originalClone))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DirContextAdapter.java","modificationList.add(new ModificationItem(DirContext.ADD_ATTRIBUTE, addedValuesAttribute))"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/core/DefaultLdapClient.java","mapped.add(result)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/odm/core/impl/AttributeMetaData.java","attrList.add(localAttributeName)"
github.com,"spring-projects/spring-ldap",main,"core/src/main/java/org/springframework/ldap/odm/core/impl/DefaultObjectDirectoryMapper.java","attributeValues.add(this.converterManager.convert(o, attributeInfo.getSyntax(), targetClass))"
github.com,"spring-projects/spring-ldap",main,"core/src/test/java/org/springframework/ldap/core/DistinguishedNameEditorTests.java","result.getNames().add(new LdapRdn(""cn"", ""john doe""))"
github.com,"spring-projects/spring-ldap",main,"core/src/test/java/org/springframework/ldap/control/PagedResultTests.java","expectedList.add(""dummy"")"
github.com,"spring-projects/spring-ldap",main,"core/src/test/java/org/springframework/ldap/control/PagedResultTests.java","otherList.add(""different"")"
github.com,"spring-projects/spring-ldap",main,"samples/plain/src/main/java/org/springframework/ldap/samples/utils/HtmlRowLdapTreeVisitor.java","
rows.add(sb.toString())"
github.com,"spring-projects/spring-ldap",main,"samples/plain/src/main/java/org/springframework/ldap/samples/utils/LdapTree.java","subContexts.add(ldapTree)"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/core/CredHubRestTemplateFactory.java","restTemplate.getInterceptors().add(new CredHubRequestInterceptor())"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/core/CredHubRestTemplateFactory.java","
restTemplate.getInterceptors().add(new CredHubOAuth2RequestInterceptor(clientRegistration, clientManager))"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/configuration/SslCertificateUtils.java","certs.add((X509Certificate) certificateFactory.generateCertificate(inputStream))"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/support/permissions/Permission.java","operationValues.add(operation.operation())"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/support/permissions/Permission.java","this.operations.add(operation)"
github.com,"spring-projects/spring-credhub",main,"spring-credhub-core/src/main/java/org/springframework/credhub/support/utils/JsonUtils.java","subtypes.add(new NamedType(type.getModelClass(), type.getValueType()))"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-misc-hazelcast/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-javaconfig-custom-cookie/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-xml-jdbc/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"buildSrc/src/main/groovy/io/spring/gradle/convention/SpringDependencyManagementConventionPlugin.groovy","dependencyManagementFiles.add(new File(dir, DEPENDENCY_MANAGEMENT_RESOURCE))"
github.com,"spring-projects/spring-session",main,build.gradle,"options.compilerArgs.add(""-parameters"")"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-xml-redis/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-boot-redis-json/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"spring-session-samples/spring-session-sample-javaconfig-jdbc/src/integration-test/java/sample/pages/HomePage.java","rows.add(new Attribute(tr))"
github.com,"spring-projects/spring-session",main,"spring-session-hazelcast/src/test/java/org/springframework/session/hazelcast/HazelcastIndexedSessionRepositoryTests.java","saved.add(saved1)"
github.com,"spring-projects/spring-session",main,"spring-session-hazelcast/src/test/java/org/springframework/session/hazelcast/HazelcastIndexedSessionRepositoryTests.java","saved.add(saved2)"
